MODULE	gwas.P	gwas.FDR	gwas.Z	gwas.Chi_Var	ewas1.P	ewas1.FDR	ewas1.Z	ewas1.Chi_Var	ewas2.P	ewas2.FDR	ewas2.Z	ewas2.Chi_Var	META.P	META.FDR	Cochran.Q	Cochran.P	I2	gwas.TOPGENES	gwas.TOPMARKERS	gwas.TOPVALUES	ewas1.TOPGENES	ewas1.TOPMARKERS	ewas1.TOPVALUES	ewas2.TOPGENES	ewas2.TOPMARKERS	ewas2.TOPVALUES
KEGG_PHENYLALANINE_METABOLISM	1	1			0.00613185062707576	0.0808317745513133	2.50446420871952	0.551224209147436	0.545687558187363	0.905342556227655	-0.114773210507118	0.164973591404251	4.55e-02	0.1831	9.58e+00	8.32e-03	79.1208292738941				IL4I1;ALDH3A1;ALDH1A3;AOC3;HPD;ALDH3B1;ALDH3B2;DDC;AOC2;NAT6	cg04315771;cg27329371;cg27652350;cg09040752;cg02506908;cg07730301;cg21631409;cg04144768;cg18043280;cg14358502	3.38;2.37;2.25;1.91;1.69;1.43;1.20;0.98;0.95;0.92	ALDH1A3;ALDH3A1;DDC;TAT;AOC3;ALDH3B1;GOT2;HPD;PAH;GOT1	cg07465028;cg15046965;cg15600279;cg08862162;cg08562004;cg03410790;cg08987251;cg02506908;cg02310386;cg14448891	8.71;6.60;5.98;5.55;5.28;5.00;4.39;4.21;4.01;3.71
KEGG_CALCIUM_SIGNALING_PATHWAY	0.777753925988766	0.999999999977969	-0.764629583259643	0.266899723052909	0.0377009005428823	0.259556199891382	1.77801250510892	0.314333666823553	0.0304034773953107	0.106913543832599	1.87489656454008	0.421142078885957	4.77e-02	0.1860	1.50e+01	5.66e-04	86.6260670498345	ITPR3,BAK1;VDAC2;ERBB4;GNAL;CALML6;HTR4;SULT1A2,TUFM,SPNS1,SGF29,CLN3,EIF3C,SBK1,NFATC2IP,NPIPB6,SULT1A1,NPIPB9,ATXN2L,IL27,ATP2A1;CACNA1D;TACR1;CALM1	rs6457736;rs11001351;rs10932423;rs662515;rs10907193;rs11744605;rs7201929;rs219847;rs3771836;rs741098	4.07;2.89;2.50;2.36;1.93;1.82;1.76;1.66;1.61;1.58	TNNC1;ERBB3;BDKRB2;CACNA1A;PHKG1;GNA11;ERBB2;CYSLTR1;P2RX5;ADRA1D	cg24166628;cg19258882;cg24010952;cg22187630;cg05724065;cg13960192;cg11993754;cg26848126;cg03317245;cg11934695	4.98;3.82;3.78;3.76;3.67;3.37;3.36;3.00;2.99;2.97	PTK2B;ATP2B2;ATP2B1;P2RX3;PLCB2;F2R;PRKCA;VDAC2;GNAQ;EGFR	cg18734877;cg20729768;cg00508575;cg21654359;cg05884705;cg20417024;cg14648237;cg15075988;cg14149552;cg21681212	11.03;10.82;10.23;9.95;9.02;8.76;8.76;8.41;8.35;8.21
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	1	1			1	1			0.0483282444648476	0.151096953183762	1.66128366607601	0.0819691407303653	4.83e-02	0.1875	6.01e-31	1.00e+00	0							ST3GAL1;ST8SIA1;FUT2;ST3GAL2;B3GALT5;GBGT1;NAGA;A4GALT;B3GALNT1;HEXA	cg00736681;cg18772376;cg15197218;cg01389386;cg25920512;cg14209823;ch.22.772318F;cg06381725;cg02782510;cg24495350	8.79;8.54;6.64;5.67;5.52;5.28;4.89;4.41;3.59;3.58
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.372443308294838	0.958557652191569	0.325389083372437	0.453341974114166	0.864723394346415	0.999999999989345	-1.10178946538902	0.0829897409959034	0.000207061419937471	0.00130830077906057	3.53091625574029	0.95313042825085	5.59e-02	0.2112	2.28e+01	1.11e-05	91.2355724864333	CD72;BCL10;PIK3CB;RASGRP3;MAP2K1;SYK;DUS2,PLA2G15,PRMT7,DPEP3,NFATC3,SLC7A6,ESRP2,TSNAXIP1;DAPP1;PLCG2;NFAT5	rs1890592;rs12029684;rs17282752;rs4670574;rs12914540;rs1172991;rs8056893;rs2866194;rs7194131;rs2276329	4.18;2.60;2.11;2.03;1.90;1.87;1.58;1.55;1.48;1.47	IFITM1;BCL10;PIK3CD;VAV1;LYN;CD79B;DAPP1;PTPN6;MAPK1;PIK3CG	cg14967066;cg23665568;cg20994801;cg13470920;cg03973663;cg07973967;cg21614638;cg04956511;cg05546044;cg08779777	6.58;3.30;2.62;2.46;2.38;2.29;2.18;1.95;1.72;1.69	PIK3CD;CD19;LYN;NFATC1;INPP5D;PTPN6;VAV3;RAC1;BCL10;CD79B	cg09706586;cg05981394;cg21301224;cg02736255;cg02935132;cg26842815;cg19413693;cg24480515;cg16140502;cg04602992	10.44;7.97;7.65;7.45;7.17;7.16;6.97;6.91;6.78;6.72
KEGG_VIBRIO_CHOLERAE_INFECTION	0.0339803151557552	0.198825626564201	1.82526777683532	4.541899118015	0.598235171490664	0.986118206002632	-0.248781687601455	0.153055152867142	0.127438893229675	0.297777839989162	1.1385814083395	0.29124204450241	5.85e-02	0.2152	4.88e+00	8.71e-02	59.0245338478021	ATP6V1G2;ATP6V1E2;TJP2;ATP6V0E1;ATP6V0A1;ATP6V1D;PDIA4,ZNF398;PLCG2;ATP6V0E2;ADCY3	rs9263967;rs17818399;rs3829062;rs12655428;rs2062213;rs1290900;rs12532104;rs7194131;rs1044805;rs6705367	14.14;2.62;2.45;2.36;2.36;2.03;1.65;1.48;1.46;1.36	CFTR;KCNQ1;ATP6V0C;PRKCG;ATP6V0A2;ADCY9;ATP6V0A4;TJP1;GNAS;PRKACG	cg25509184;cg19923326;cg05483509;cg26626089;cg04140754;cg04385519;cg26349773;cg19781053;cg17414107;cg12493160	3.49;2.69;2.53;2.23;1.41;1.40;1.32;1.26;1.25;1.25	KCNQ1;PRKCA;ARF1;CFTR;PRKACA;SEC61A1;ADCY9;ATP6V1H;TJP2;ATP6V1B1	cg21130221;cg14648237;cg06779113;cg12124767;cg19621460;cg14788242;cg10123654;cg10333144;cg14254767;cg13649600	9.01;8.76;8.75;8.00;7.04;6.93;6.36;6.14;6.06;5.88
KEGG_TASTE_TRANSDUCTION	0.208272109874576	0.739291492126422	0.81243125190933	0.719847950070601	0.250936264271946	0.722371482723826	0.671546372242774	0.182267203679881	0.11164782329027	0.267106817745075	1.21781141208872	0.883452315629978	5.94e-02	0.2169	2.83e-01	8.68e-01	0	ITPR3,BAK1;TAS2R14,TAS2R20,LINC01252,PRH1,SMIM10L1,TAS2R13,TAS2R43,TAS2R10,TAS2R19,TAS2R31;TAS2R60;SCNN1B;KCNB1;ADCY4,LTB4R2,LTB4R;PDE1A;GNAS;TAS1R3;GNB3,CDCA3	rs6457736;rs7132674;rs2949754;rs239349;rs756529;rs8014112;rs1430155;rs7121;rs819980;rs10744720	4.07;2.25;2.05;1.53;1.26;1.22;1.00;0.81;0.80;0.76	KCNB1;CACNA1A;ADCY8;SCNN1A;PLCB2;GNG13;TAS2R60;TAS1R2;GNAS;PRKACG	cg24507762;cg22187630;cg13912117;cg18738906;cg16543027;cg24889366;cg04810997;cg21731286;cg17414107;cg12493160	3.97;3.76;2.42;1.83;1.68;1.57;1.56;1.32;1.25;1.25	PLCB2;PRKACA;CACNA1B;TAS1R3;TRPM5;ACCN1;KCNB1;SCNN1A;ITPR3;GNB3	cg05884705;cg19621460;cg21216258;cg04981007;cg21802703;cg11695831;cg00429268;cg11026867;cg06952422;cg26536401	9.02;7.04;6.67;6.55;6.46;6.34;6.32;6.32;5.88;5.78
KEGG_PRION_DISEASES	0.117578020215973	0.556112257778253	1.18718148995896	1.68702272252213	0.640309134063682	0.991407696587601	-0.359285217418914	0.137554728606118	0.035475097835103	0.117627955979552	1.80579609499784	0.573042180817341	6.42e-02	0.2276	7.30e+00	2.59e-02	72.6160799424763	C8B;IL1A;TRAF1,CUTALP,PSMD5,C5,CNTRL,RAB14;LAMC1;MAP2K1;IL1B;NCAM1;PHPT1,C8G,FBXW5,PTGDS,TRAF2,EDF1,AJM1,LCNL1;TBX6,YPEL3,SMG1P5,MAPK3,NPIPB12,CDIPTOSP,INO80E;C6	rs3820581;rs444413;rs10760130;rs647347;rs12914540;rs1143643;rs7938324;rs2049040;rs11150590;rs452949	2.33;2.30;2.26;1.92;1.90;1.69;1.60;1.29;1.21;0.95	C1QC;IL1B;NCAM2;MAPK1;IL6;PRKACG;C5;CCL5;C6;HSPA1A	cg11393848;cg15836722;cg13297960;cg05546044;cg15703690;cg12493160;cg02552945;cg10315334;cg11976616;cg00929855	3.40;2.24;2.04;1.72;1.37;1.25;1.04;1.02;0.99;0.84	NOTCH1;FYN;NCAM1;IL1B;PRKACA;IL1A;MAP2K2;LAMC1;C1QB;C1QC	cg27154237;cg05517541;cg10518282;cg23149881;cg19621460;cg27368523;cg21893559;cg12689670;cg18366830;cg25882380	8.35;7.80;7.39;7.34;7.04;7.02;6.43;6.27;6.19;5.77
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.189055570112368	0.704477853960165	0.881381919814832	0.220185912907868	0.0454810325349183	0.301522400879643	1.6903445064023	0.535360592485405	0.481863636647268	0.844885893278646	0.0454767917019019	0.0309643984292283	6.54e-02	0.2295	7.01e+00	3.01e-02	71.4619204467289	CBS;GATM;SHMT1,EVPLL,SMCR8,TOP3A;PSAT1;GNMT;CTH;TRIOBP,GCAT,H1F0,GGA1,SH3BP1,SLC16A8,LOC101927051;BHMT;SARDH;STIMATE,GLYCTK,ITIH4,MUSTN1,NEK4,NT5DC2,SFMBT1,ITIH3,LOC101929054	rs234723;rs3737267;rs1378602;rs11137607;rs3805939;rs17131241;rs3026659;rs7709325;rs2427995;rs2289247	2.74;2.49;1.86;1.79;1.69;1.65;1.62;1.32;1.30;1.24	BHMT;SDS;AOC3;GAMT;GNMT;PHGDH;PIPOX;CBS;GLYCTK;AOC2	cg05890484;cg04123409;cg09040752;cg05989054;cg27588902;cg26791905;cg06144905;cg22633722;cg17386185;cg18043280	3.00;2.99;1.91;1.65;1.51;1.47;1.45;1.15;1.15;0.95	PSAT1;SHMT2;SARDH;AMT;CBS;GAMT;AGXT;AOC3;AGXT2;CHDH	cg13740985;cg12639933;cg13824009;cg15246085;cg14171527;cg06931418;cg27398423;cg08562004;cg03681754;cg07556569	6.73;6.70;6.12;6.04;5.83;5.49;5.48;5.28;4.65;4.58
KEGG_ETHER_LIPID_METABOLISM	0.686787121304043	0.999999999977069	-0.486763756641431	0.432095357077518	0.46399937389143	0.969884310998692	0.0903630129712235	0.120307166891679	0.00149963666670853	0.00833621558846798	2.96781239177922	0.964801331845854	6.88e-02	0.2333	9.12e+00	1.05e-02	78.0704069872281	PLA2G4B;PLA2G7;CHPT1;PLA2G12A;PLA2G4E;PLD2,KIF1C,MINK1;ENPP2;PAFAH1B2;LPCAT2;PLD1	rs6493012;rs1421378;rs4622329;rs6815377;rs1668544;rs9891959;rs2289888;rs10790175;rs12930259;rs4894509	1.89;1.40;1.39;1.18;1.11;0.86;0.73;0.72;0.67;0.56	PLD1;PLA2G4E;PLA2G1B;ENPP6;PPAP2C;PLA2G6;PLA2G2D;PAFAH2;PLA2G3;PPAP2B	cg15329866;cg15228639;cg18133966;cg08493463;cg03237153;cg04280397;cg14321743;cg04722168;cg21274025;cg16505550	2.87;2.87;1.90;1.47;1.12;0.87;0.83;0.82;0.77;0.70	PLD1;LPCAT1;PLA2G2A;PAFAH1B3;PLA2G6;PLA2G12B;PLA2G2D;LPCAT4;ENPP6;PPAP2A	cg12782294;cg07035602;cg10993488;cg19458893;cg18981758;cg06345027;cg11788598;cg23441018;cg08493463;cg21973405	7.80;7.76;7.38;7.30;7.28;7.14;7.00;6.24;6.10;6.03
KEGG_DILATED_CARDIOMYOPATHY	0.999998352444023	0.999999999990553	-4.65151131236899	0.836415312367241	0.0504274100837362	0.322375228749599	1.64072352070651	0.164293836076743	1.36799917125293e-08	1.98886033359079e-07	5.55754220936775	2.21141553166502	7.07e-02	0.2353	5.00e+01	1.39e-11	95.9996628022886	ITGA6;LMNA;ITGA1;CACNA2D4;ITGA9;ITGB1;CACNA1D;CACNB3;ADCY7;ITGAV	rs1076594;rs2485662;rs350450;rs11061946;rs7372319;rs881423;rs219847;rs4760597;rs9934026;rs10931261	3.34;2.19;2.18;2.13;2.01;1.74;1.66;1.57;1.50;1.49	TNNC1;SGCA;TNF;CACNG5;ITGA8;ADRB1;TGFB3;DES;ADCY8;SGCG	cg24166628;cg07826255;cg11484872;cg06226384;cg16902509;cg14826456;cg08615333;cg18182399;cg13912117;cg07126559	4.98;3.72;3.08;2.89;2.86;2.59;2.53;2.43;2.42;2.39	LMNA;ITGA6;SGCA;CACNA1C;ITGB4;TNNT2;ADCY5;ITGB5;ITGA9;PRKACA	cg09820673;cg24530074;cg04582295;cg03047070;cg20942310;cg18692273;cg20789595;cg27252776;cg15872437;cg19621460	10.90;10.00;8.46;8.16;7.89;7.52;7.41;7.28;7.15;7.04
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.111739690880894	0.544294592518104	1.21732816652767	0.852746205691781	0.185754784134674	0.631968416158017	0.893649284415529	0.0238834793150772	0.33493232928485	0.645940920763639	0.426333763602498	0.252947803900269	7.15e-02	0.2361	9.40e-01	6.25e-01	0	HSD3B7,KAT8,VKORC1,BCKDK,ZNF646,ITGAM,ZNF668,PYDC1,PRSS53,STX1B,TRIM72,PYCARD,STX4;IL33;POLR3G;DDX58;IL1B;MAVS;IKBKE;RIPK3;TBK1;POLR1D	rs2054213;rs10118449;rs656679;rs11795343;rs1143643;rs3746666;rs2026081;rs8014112;rs11175411;rs17754462	3.75;2.98;2.13;2.12;1.69;1.60;1.38;1.22;1.08;0.96	AIM2;RIPK1;IRF7;POLR3D;CCL4L2;IL1B;CCL4;RIPK3;POLR3H;IL6	cg10636246;cg04099420;cg00645579;cg07059360;cg15129294;cg15836722;cg25659818;cg10318258;cg02738086;cg15703690	4.33;3.23;3.14;2.91;2.33;2.24;1.63;1.56;1.49;1.37	IL1B;POLR3K;IRF3;IRF7;ADAR;POLR3H;POLR3F;TMEM173;AIM2;IL6	cg23149881;cg11876012;cg03172226;cg00645579;cg17218026;cg01259871;cg15698192;cg23255964;cg10636246;cg05265849	7.34;7.18;7.01;5.85;5.81;5.43;5.41;5.38;5.18;5.13
KEGG_LYSINE_DEGRADATION	0.0327420042348514	0.190974172447576	1.8419394417511	3.82945967392209	0.642850804358465	0.99173339194689	-0.366089367321158	0.0842648210050138	0.146426835128819	0.333429781196949	1.05188204576625	0.128691349819718	7.22e-02	0.2369	1.01e+01	6.28e-03	80.2772936245086	EHMT2;SETDB2;PNPLA7,EHMT1,ARRDC1,ZMYND19,DPH7,LOC651337;EHHADH;AADAT;ALDH7A1;ALDH3A2;AASDH;ALDH2;ACAT1	rs7194;rs9535249;rs950078;rs3774051;rs4692601;rs6595726;rs12937179;rs4865090;rs17630235;rs4987876	7.66;3.62;2.67;2.59;2.35;1.87;1.80;1.76;1.76;1.59	PLOD2;PIPOX;ALDH7A1;EHHADH;NSD1;TMLHE;WHSC1;BBOX1;AASS;SUV420H2	cg25250358;cg06144905;cg08675664;cg11935638;cg03536787;cg07311845;cg01305547;cg20910746;cg06667406;cg14112945	2.76;1.45;1.04;1.04;0.99;0.78;0.68;0.67;0.65;0.64	WHSC1;BBOX1;SETD1A;EHMT2;NSD1;EHMT1;DOT1L;PLOD3;ALDH3A2;SETD1B	cg08674236;cg03058733;cg06150299;cg17750075;cg23224752;cg23538468;cg01501406;cg07156484;cg14529102;cg10331528	9.00;8.40;8.19;7.05;6.82;6.59;6.42;6.37;6.27;6.16
KEGG_FATTY_ACID_METABOLISM	0.752240027448366	0.9999999999777	-0.681555683989397	0.353676426040265	0.51073744319983	0.975498221873347	-0.0269180290808755	0.0571109398297785	0.000676395138152101	0.00399495878471085	3.20453885964792	0.95802636716835	7.48e-02	0.2395	1.20e+01	2.47e-03	83.337728982566	ACSL6,MEIKIN,RAPGEF6,P4HA2,FNIP1;EHHADH;ALDH7A1;ALDH3A2;ALDH2;ACAT1;ECI2;ADH1C;ECI1;ACADSB	rs2240525;rs3774051;rs6595726;rs12937179;rs17630235;rs4987876;rs707991;rs2866152;rs40342;rs12262149	2.68;2.59;1.87;1.80;1.76;1.59;1.54;1.52;1.48;1.44	ACSL6;CPT1B;ADH7;ACADL;ALDH7A1;EHHADH;ADH6;CPT1A;CPT2;ALDH3A2	cg02257405;cg00983520;cg06425515;cg14795968;cg08675664;cg11935638;cg06518271;cg19596755;cg01100796;cg22767735	3.36;1.56;1.38;1.23;1.04;1.04;1.01;0.81;0.70;0.63	ACADM;ACADS;ALDH3A2;ACADVL;ACSL5;ACSL6;CPT1A;ACSL1;GCDH;ALDH2	cg05928218;cg19719987;cg14529102;cg21636577;cg04844987;cg09035699;cg23756264;cg01714284;cg03619083;cg10887937	7.05;6.95;6.27;6.17;6.12;6.04;5.94;5.92;5.87;5.84
KEGG_ACUTE_MYELOID_LEUKEMIA	0.377976281801621	0.958635497322952	0.310800139531382	0.142455949937892	0.254664330201956	0.72687588120683	0.659883395725677	0.0871057337871279	0.0790105722636182	0.216556629510069	1.41175828687761	0.773720460676826	8.45e-02	0.2661	1.48e+00	4.78e-01	0	PIK3CB;FLT3;MAP2K1;PML;RPS6KB1;SOS2;PIK3R5;PPARD;TCF7;TBX6,YPEL3,SMG1P5,MAPK3,NPIPB12,CDIPTOSP,INO80E	rs17282752;rs2387346;rs12914540;rs13259;rs2250526;rs2356245;rs443532;rs4713854;rs4958172;rs11150590	2.11;1.94;1.90;1.48;1.48;1.34;1.34;1.31;1.23;1.21	STAT5B;CCND1;STAT5A;RUNX1;PIK3CD;RARA;MAPK1;PIK3CG;BRAF;ZBTB16	cg04745805;cg16794682;cg16777510;cg04915566;cg20994801;cg03085312;cg05546044;cg08779777;cg21043558;cg25101936	5.53;4.92;3.14;2.66;2.62;2.25;1.72;1.69;1.68;1.59	PIK3CD;RARA;MYC;PML;SPI1;ZBTB16;MAP2K2;PIK3R5;AKT2;RUNX1	cg09706586;cg11094248;cg08526705;cg16584662;cg06147863;cg04226002;cg21893559;cg03366884;cg11425201;cg19791221	10.44;7.42;7.01;6.72;6.51;6.47;6.43;6.38;6.25;6.22
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.808669624568535	0.999999999978319	-0.873004268985875	0.397468790730754	0.097034756674279	0.496263469848455	1.29863414741003	0.390601014837932	0.0300465299092385	0.105922421351693	1.8801102060007	0.384987015874527	9.16e-02	0.2837	1.07e+01	4.73e-03	81.3201015459068	PFKM;PFKP;ALDH7A1;ALDH3A2;ALDH3A1;ALDH2;ADH1C;PCK2;PDHB;PGAM1	rs3829736;rs10903967;rs6595726;rs12937179;rs12937179;rs17630235;rs2866152;rs2759409;rs4681688;rs2861953	2.12;1.96;1.87;1.80;1.80;1.76;1.52;1.47;1.45;1.36	HK1;HK2;ALDH3A1;GPI;ALDH1A3;PCK1;PFKM;PKLR;HK3;ALDH3B1	cg16001913;cg18638581;cg27329371;cg26986236;cg27652350;cg13904968;cg27446233;cg21985470;cg14709481;cg07730301	2.88;2.44;2.37;2.30;2.25;2.09;1.66;1.60;1.55;1.43	ALDH1A3;HK2;G6PC;PGAM1;FBP1;PFKP;ALDH3A1;LDHAL6A;ALDH3A2;ALDOA	cg07465028;cg01200965;cg19271359;cg11940177;cg13740339;cg17433678;cg15046965;cg27316453;cg14529102;cg01667953	8.71;8.23;8.12;7.17;7.06;6.74;6.60;6.46;6.27;6.25
KEGG_BASAL_CELL_CARCINOMA	0.62085024316406	0.999999999976489	-0.307714594192121	0.161264924700501	0.054860291416445	0.329455441022783	1.59945030256077	0.0762501632652058	0.168387365086225	0.378871571444006	0.960557453095571	0.0968397972674932	9.67e-02	0.2949	1.53e+01	4.72e-04	86.9440222651214	WNT2B;WNT4;DVL3;FZD6;GLI2;GSK3B;WNT5A;TCF7;BMP4;WNT7B	rs1175645;rs7538267;rs6779545;rs1464552;rs11122806;rs1492272;rs9866252;rs4958172;rs17126526;rs2032503	1.89;1.59;1.57;1.43;1.37;1.29;1.28;1.23;1.21;1.18	HHIP;WNT10B;WNT6;WNT1;WNT2;DVL3;AXIN1;SMO;WNT3A;BMP2	cg13749822;cg05164634;cg22156632;cg21948783;cg01830294;cg10674793;cg15001381;cg04478795;cg01313514;cg26536259	3.94;3.80;3.58;3.43;3.20;2.85;2.66;2.50;2.32;2.28	SUFU;WNT5A;GLI2;GLI3;WNT7A;AXIN1;WNT11;TP53;DVL3;PTCH2	cg18661379;cg26797723;cg12562660;cg11364256;cg26121234;cg27308245;cg07115519;cg06365412;cg08467643;cg26297462	10.54;8.61;7.76;6.89;6.43;6.42;6.31;6.25;6.21;6.16
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.17277078589544	0.681159862151555	0.943272434348244	0.564130626424793	0.0198748420653495	0.163399803308983	2.05634073854451	0.211924787495943	0.796420616533596	0.969757006924928	-0.828903937866325	0.0866091235308582	1.05e-01	0.3091	2.93e+01	4.38e-07	93.1700573087104	CTSG;CMA1;LNPEP;NLN;AGT;REN;SPINT3,WFDC10B,WFDC13,WFDC3,CTSA,DNTTIP1,SNX21,ZNF335;CPA3;ANPEP;ENPEP	rs8018637;rs8018637;rs2549782;rs252633;rs11122577;rs4951315;rs6032250;rs9990148;rs11073891;rs6533524	2.36;2.36;2.16;2.12;1.99;1.45;0.96;0.93;0.80;0.78	CTSG;AGTR1;ENPEP;CPA3;MME;AGT;CMA1;ACE;REN;THOP1	cg24777950;cg04878152;cg20773127;cg13424229;cg23273897;cg19125606;cg08020808;cg02131967;cg05556020;cg06609049	2.99;2.94;2.38;2.29;1.25;1.13;1.07;0.80;0.71;0.57	AGT;CTSG;LNPEP;ANPEP;THOP1;CTSA;CPA3;ACE;AGTR1;NLN	cg14523948;cg24355048;cg03603918;cg05312779;cg12515570;cg03206537;cg24290574;cg21881537;cg10784511;cg01476062	8.13;5.68;5.43;5.25;5.03;4.73;4.33;4.28;4.19;4.14
KEGG_MTOR_SIGNALING_PATHWAY	0.48040420943847	0.999999999975334	0.0491391311929974	0.255914595567804	0.565754529421597	0.982135367134998	-0.16557561198835	0.20111574255577	0.0113961783368319	0.0458271852268348	2.27689734173757	0.640749133123061	1.06e-01	0.3110	7.42e+00	2.45e-02	73.0413879730901	CAB39L;RPTOR;PIK3CB;RPS6KB1;PIK3R5;TBX6,YPEL3,SMG1P5,MAPK3,NPIPB12,CDIPTOSP,INO80E;RPS6KA2;CCDC17,MAST2,MMACHC,PIK3R3;RPS6;HIF1A	rs7998427;rs4889874;rs17282752;rs2250526;rs443532;rs11150590;rs9366076;rs4545281;rs16937415;rs2251222	3.09;2.17;2.11;1.48;1.34;1.21;1.02;1.02;1.00;0.91	ULK2;PIK3CD;VEGFC;CAB39;INS;PGF;RHEB;MAPK1;PIK3CG;BRAF	cg12324629;cg20994801;cg17177660;cg06874144;cg13993218;cg12841020;cg21134096;cg05546044;cg08779777;cg21043558	3.15;2.62;2.32;2.05;1.99;1.92;1.83;1.72;1.69;1.68	PIK3CD;RPTOR;VEGFC;PRKAA2;RPS6KA2;HIF1A;PRKAA1;RPS6;TSC2;PIK3R5	cg09706586;cg20758492;cg27635485;cg26052885;cg03849851;cg23174662;cg13345558;cg14014731;cg03325671;cg03366884	10.44;7.46;7.35;7.26;7.08;6.71;6.46;6.46;6.44;6.38
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	1	1			0.0128468939317869	0.115197963815461	2.23080893470551	0.532425728557098	0.681664799497662	0.964119962459091	-0.472359228419833	0.200855715058301	1.07e-01	0.3128	9.96e+00	6.86e-03	79.9296677086531				HNF4A;FOXA2;PAX4;INS;PKLR;NEUROD1;NEUROG3;PAX6;NKX6-1;NKX2-2	cg23834593;cg07572341;cg08886154;cg13993218;cg21985470;cg02836529;cg03425110;cg05840031;cg10539507;cg17029168	2.54;2.50;2.06;1.99;1.60;1.50;1.33;1.31;1.11;1.10	PAX6;BHLHA15;HNF1A;HNF4A;SLC2A2;PAX4;INS;GCK;NR5A2;PKLR	cg14800351;cg14975238;cg02153339;cg08314996;cg03464896;cg20135307;cg25969082;cg04757239;cg01333884;cg17283294	6.20;5.82;5.56;5.54;5.30;5.29;5.00;4.91;4.79;4.76
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.552256438570846	0.999999999975918	-0.131364306956213	0.0379716807175257	0.215286303407005	0.67716696430597	0.78821217834151	0.266549718778367	0.0948971010879476	0.243856096097847	1.31118815801336	0.232199602381542	1.28e-01	0.3621	9.42e+00	9.01e-03	78.7682443568296	PIK3CB;SCNN1B;PIK3R5;INSR;TBX6,YPEL3,SMG1P5,MAPK3,NPIPB12,CDIPTOSP,INO80E;ATP1A4;PRKCA;CCDC17,MAST2,MMACHC,PIK3R3;IRS1;PRKCB	rs17282752;rs239349;rs443532;rs7254921;rs11150590;rs1891265;rs7225197;rs4545281;rs16822551;rs3785404	2.11;1.53;1.34;1.29;1.21;1.13;1.06;1.02;0.99;0.89	INSR;PIK3CD;PRKCG;INS;SCNN1A;IRS2;MAPK1;PIK3CG;SLC9A3R2;IGF1	cg10670077;cg20994801;cg26626089;cg13993218;cg18738906;cg14341579;cg05546044;cg08779777;cg10084993;cg01305421	3.58;2.62;2.23;1.99;1.83;1.74;1.72;1.69;1.64;1.47	PIK3CD;PRKCA;ATP1A4;SGK1;ATP1A1;PIK3R5;SCNN1A;FXYD2;SLC9A3R2;ATP1B1	cg09706586;cg14648237;cg06956052;cg20393620;cg25346117;cg03366884;cg11026867;cg15929395;cg09889479;cg06176471	10.44;8.76;8.23;6.91;6.83;6.38;6.32;6.20;6.16;6.05
KEGG_INSULIN_SIGNALING_PATHWAY	0.558401194530365	0.999999999975969	-0.146916901851094	1.047120421841	0.712849481115321	0.995763695623591	-0.561728464266554	0.19753035313108	0.00378509149407569	0.0170866554921108	2.67066201057127	0.788647042041541	1.29e-01	0.3634	1.06e+01	4.89e-03	81.2024845432078	FLOT1,IER3;SH2B2;RHOQ;TRIP10;RPTOR;PIK3CB;PRKAB2;CALML6;SREBF1;MAP2K1	rs4711229;rs10953363;rs17818399;rs339408;rs4889874;rs17282752;rs6593794;rs10907193;rs854786;rs12914540	13.27;3.03;2.62;2.33;2.17;2.11;2.08;1.93;1.92;1.90	PRKAR2B;SHC3;PPP1CC;PHKG1;INSR;SOCS3;PTPRF;HK1;PIK3CD;CBLC	cg21250978;cg13351583;cg04375036;cg05724065;cg10670077;cg27637521;cg16570917;cg16001913;cg20994801;cg22780475	5.07;5.01;3.71;3.67;3.58;3.36;3.18;2.88;2.62;2.49	LIPE;PIK3CD;SORBS1;PTPRF;PRKAG2;HK2;G6PC;SHC3;SREBF1;PRKAR1B	cg02647247;cg09706586;cg18318006;cg15482928;cg22615330;cg01200965;cg19271359;cg26493353;cg27407935;cg21769820	10.63;10.44;9.16;8.96;8.79;8.23;8.12;7.98;7.76;7.47
